Email Text;Email Type
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386;Phishing Email
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&;Phishing Email
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs;Phishing Email
ringtoneking 84484;Phishing Email
Ringtone Club: Gr8 new polys direct to your mobile every week !;Phishing Email
(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..;Phishing Email
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!;Phishing Email
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs;Phishing Email
This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate;Phishing Email
Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text;Phishing Email
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!;Phishing Email
You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!;Phishing Email
U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS;Phishing Email
YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.;Phishing Email
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!;Phishing Email
What time do u get out?;Safe Email
"I am literally in bed and have been up for like  &lt;#&gt;  hours";Safe Email
Yes, my reg is  Ciao!;Safe Email
If You mean the website. Yes.;Safe Email
Win a £1000 cash prize or a prize worth £5000;Phishing Email
Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182;Phishing Email
Lol or I could just starve and lose a pound by the end of the day.;Safe Email
Yeah that's the impression I got;Safe Email
Ok ok take care. I can understand.;Safe Email
Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL;Safe Email
Ya ok, then had dinner?;Safe Email
I was slept that time.you there?;Safe Email
dont make ne plans for nxt wknd coz she wants us to come down then ok;Safe Email
When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.;Safe Email
"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)";Safe Email
Noice. Text me when you're here;Safe Email
Hi di is yijue we're meeting at 7 pm at esaplanade tonight.;Safe Email
Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP;Phishing Email
This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!;Phishing Email
Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was;Safe Email
Hi dear we saw dear. We both are happy. Where you my battery is low;Safe Email
How are you. Its been ages. How's abj;Safe Email
Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!;Safe Email
Dont kick coco when he's down;Safe Email
"Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit";Safe Email
You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7;Phishing Email
TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.;Phishing Email
Hope youre not having too much fun without me!! see u tomorrow love jess x;Safe Email
Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all;Safe Email
I've reached home n i bathe liao... U can call me now...;Safe Email
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821;Phishing Email
Was the actual exam harder than NBME;Safe Email
A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol;Safe Email
God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U;Safe Email
87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077;Phishing Email
Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.;Safe Email
Gam gone after outstanding innings.;Safe Email
"O i played smash bros  &lt;#&gt;  religiously.";Safe Email
"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola";Safe Email
Hurry home. Soup is DONE!;Safe Email
No no. I will check all rooms befor activities;Safe Email
Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.;Safe Email
Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...;Safe Email
Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.;Phishing Email
Lemme know when you're here;Safe Email
PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04;Phishing Email
He needs to stop going to bed and make with the fucking dealing;Safe Email
How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea;Safe Email
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now;Phishing Email
"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj";Safe Email
I remain unconvinced that this isn't an elaborate test of my willpower;Safe Email
"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng";Safe Email
how are you? I miss you!;Safe Email
I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy;Safe Email
Hey , is * rite u put »10 evey mnth is that all?;Safe Email
i am going to bed now prin;Safe Email
I think just yourself …Thanks and see you tomo;Safe Email
If u dun drive then how i go 2 sch.;Safe Email
I not at home now lei...;Safe Email
GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd;Phishing Email
Ok then i will come to ur home after half an hour;Safe Email
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599;Phishing Email
Do u hav any frnd by name ashwini in ur college?;Safe Email
Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...;Safe Email
K then 2marrow are you coming to class.;Safe Email
HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call;Phishing Email
Pls send me your address sir.;Safe Email
I want to lick your pussy now...;Safe Email
Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack;Safe Email
URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm;Phishing Email
I'll see, but prolly yeah;Safe Email
Thought we could go out for dinner. I'll treat you! Seem ok?;Safe Email
Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?;Safe Email
Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.;Safe Email
What you doing?how are you?;Safe Email
Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though;Safe Email
Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...;Safe Email
Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:);Safe Email
Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.;Safe Email
Yunny... I'm goin to be late;Safe Email
Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later;Safe Email
Cool, want me to go to kappa or should I meet you outside mu;Safe Email
Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe;Safe Email
May b approve panalam...but it should have more posts..;Safe Email
SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min);Phishing Email
Sorry, I'll call later;Safe Email
I dont thnk its a wrong calling between us;Safe Email
Me i'm not workin. Once i get job...;Safe Email
And by when you're done I mean now;Safe Email
Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...;Safe Email
Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx;Safe Email
FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end;Phishing Email
Is it your yahoo boys that bring in the perf? Or legal.;Safe Email
No need to say anything to me. I know i am an outsider;Safe Email
have you ever had one foot before?;Safe Email
"Just got to  &lt;#&gt;";Safe Email
Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her;Safe Email
"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt";Safe Email
Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?;Safe Email
"Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)";Safe Email
Infact happy new year. How are you where are you when are we seeing;Safe Email
In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C);Phishing Email
That's a shame! Maybe cld meet for few hrs tomo?;Safe Email
Lol I would but despite these cramps I like being a girl.;Safe Email
I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.;Safe Email
Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks;Safe Email
Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's;Phishing Email
Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...;Safe Email
I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?;Safe Email
Ü comin to fetch us oredi...;Safe Email
What's nannys address?;Safe Email
URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins;Phishing Email
Haf u eaten? Wat time u wan me 2 come?;Safe Email
Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery;Phishing Email
Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order;Safe Email
This single single answers are we fighting? Plus i said am broke and you didnt reply;Safe Email
It certainly puts things into perspective when something like this happens;Safe Email
Now got tv 2 watch meh? U no work today?;Safe Email
i felt so...not any conveying reason.. Ese he... What about me?;Safe Email
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030;Phishing Email
